"text","label"
"La gratuité des repas scolaires pourrait aider les familles en difficulté.","2"
"La frontière doit être sécurisée pour limiter les entrées clandestines dans notre pays.","1"
"Une politique de tolérance zéro doit être appliquée pour lutter contre la criminalité.","1"
"La défense de nos valeurs traditionnelles est essentielle pour préserver notre nation.","1"
"Il n'est pas sage de laisser les marchés dicter notre politique.","2"
"L'assimilation culturelle doit être au centre de nos politiques d'immigration.","1"
"Favoriser les énergies classiques au lieu de transitions coûteuses est plus pragmatique.","1"
"Je soutiens fortement l'investissement de l'État dans l'infrastructure publique.","2"
"L'égalité des chances doit être une réalité pour tous les citoyens.","2"
"La redistribution d'une part juste des revenus à tous les citoyens doit être une priorité.","2"
"Les personnes qui réussissent ne devraient pas être punies par des impôts plus élevés.","1"
"La baisse des impôts stimulera l'investissement et la croissance économique.","1"
"L'assistanat est une entrave à la liberté individuelle.","1"
"Il ne faut pas être fataliste face au changement climatique.","2"
"Nier le racisme systémique n'aide pas à le combattre.","2"
"Le respect de l'environnement avant les profits à court terme : voilà notre objectif.","2"
"On ne peut pas ignorer les conséquences du réchauffement climatique.","2"
"Fermer nos frontières n’est pas la solution.","2"
"Notre culture ne devrait pas être sacrifiée au nom de la mondialisation.","1"
"L'austérité n'est pas la solution, investir dans l'avenir l'est.","2"
"La liberté individuelle est une valeur fondamentale de notre société.","1"
"La solidarité doit être le pilier de notre société.","2"
"Il n'est pas opportun de privatiser l’eau.","2"
"Le capitalisme est le meilleur système économique pour créer des richesses.","1"
"La promotion de l'entrepreneuriat est essentielle pour stimuler l'économie.","1"
"L'immigration illégale entraîne souvent des problèmes de criminalité.","1"
"Les restrictions sur l'immigration illégale doivent être renforcées pour assurer la sécurité nationale.","1"
"La tradition et l'histoire nationale sont à la base de notre identité.","1"
"Cacher les chiffes du chômage ne résouds pas le probléme.","2"
"Les impôts sur les sociétés devraient être réduits pour encourager l'innovation.","1"
"Malgré les protestations des environnementalistes, le gouvernement a donné son feu vert à la construction d'une nouvelle centrale nucléaire, affirmant que l'énergie nucléaire est une solution nécessaire pour répondre aux exigences énergétiques du pays.","1"
"La recherche scientifique devrait au-delà de celle engagée par le profit immédiat.","2"
"Il faut garantir la sécurité des citoyens avant tout.","1"
"La stabilité économique se construit sur des lois du marché justes et libres.","1"
"Il ne s'agit pas seulement de promouvoir la croissance, mais aussi le développement durable.","2"
"La conservation de notre souveraineté nationale est un devoir pour chaque citoyen.","1"
"L'effort individuel et l'ambition doivent être encouragés, pas pénalisés.","1"
"Il n'est pas juste de stigmatiser les chômeurs.","2"
"La régulation du marché financier est une entrave à la croissance économique.","1"
"Pour stimuler l'économie, nous devons faciliter la création d'entreprises.","1"
"Il faut lutter contre le changement climatique par une politique verte à grande échelle.","2"
"L'éducation civique doit mieux promouvoir notre héritage national.","1"
"La privatisation des secteurs publics améliore l'efficacité de ces services.","1"
"Le travail n'est pas un privilège, mais un droit.","2"
"Le rôle de l'Etat n'est pas de gérer les entreprises.","1"
"Nous devons accueillir les réfugiés et respecter les droits humains.","2"
"Il est essentiel de défendre nos industries contre la concurrence déloyale.","1"
"Il faut renforcer la discipline dans nos écoles.","1"
"Il n'est pas pertinent de baisser les allocations familiales.","2"
"Éliminer les taxes sur les importations stimulera le commerce et profitera aux consommateurs.","1"
"Il faut privilégier la responsabilisation individuelle plutôt que l'assistanat.","1"
"Le multilinguisme ne doit pas affaiblir notre langue nationale.","1"
"La réforme de nos prisons est nécessaire pour y instaurer une vraie discipline.","1"
"L'Etat providence doit être réformé pour limiter les abus.","1"
"La fortune ne doit pas déterminer la qualité de l'éducation reçue par un enfant.","2"
"Nous ne devons pas laisser les médias être contrôlés par des intérêts privés.","2"
"Une forte identité nationale est la meilleure protection contre les fissures sociétales.","1"
"La décadence est pas une caractéristique des gens pauvres.","2"
"Il est essentiel de préserver nos traditions et nos valeurs.","1"
"La privatisation des services publics permet une plus grande efficacité.","1"
"La fiscalité doit inciter à travailler et non le contraire.","1"
"Il n'est pas normal de voir autant de personnes vivre dans la précarité.","2"
"Le gouvernement devrait renforcer la surveillance des frontières.","1"
"Les syndicats réclament de meilleures conditions de travail pour les ouvriers.","2"
"La privatisation des services publics est préjudiciable aux plus vulnérables.","2"
"Les universités devraient être gratuites pour tous les étudiants.","2"
"Les politiques d'intégration sont cruciales pour favoriser le vivre-ensemble.","2"
"Réévaluer les politiques monétaires pour garantir de la compétitivité.","1"
"La culture doit rester accessible à tous, quel que soit le niveau de revenu.","2"
"Il n'est pas souhaitable d'affaiblir la diplomatie.","2"
"La politique de quotas d'immigration est nécessaire pour protéger nos acquis sociaux.","1"
"Nous devons prendre des mesures pour assurer l'égalité des chances sur le marché du travail.","2"
"Les gouvernements précédents ont négligé la question de l'immigration, ce qui a affaibli notre sécurité.","1"
"Même en temps de crise, nous ne pouvons pas négliger les droits de l'homme.","2"
"Il faut limiter les allocations chômage pour inciter à reprendre un travail.","1"
"Il n'est pas correct de blâmer les chômeurs pour leur situation.","2"
"La promotion du commerce international peut stimuler notre économie.","1"
"L'augmentation de l'âge de la retraite est injuste.","2"
"Nous ne devons pas laisser les inégalités sociales se perpétuer.","2"
"Le retour aux études classiques est nécessaire pour garantir une éducation de qualité.","1"
"La transformation écologique de l'économie est impérative pour une durabilité à long terme.","2"
"Nous ne devons pas laisser les libertés individuelles être bafouées.","2"
"La souveraineté des nations ne doit pas être altérée par des institutions internationales.","1"
"Les entreprises doivent être tenues responsables de leur impact environnemental.","2"
"Il est préférable d'exclure d'éventuels criminels qu'inclure d'éventuels innocents, en cas de doute.","1"
"Il n'est pas pertinent de réduire les investissements dans la recherche.","2"
"Un migrant illégal est par définition un délinquant qui enfreint les lois de notre pays.","1"
"Les statues et monuments historiques doivent être préservés contre le vandalisme.","1"
"L'État doit rester fort face au terrorisme.","1"
"La nation doit réduire sa dépendance aux combustibles fossiles pour construire un avenir durable.","2"
"Il n'est pas question de remettre en cause le droit de grève.","2"
"La propriété privée doit être respectée à tout prix.","1"
"Les criminels doivent être sévèrement punis pour dissuader les autres.","1"
"La fermeture des frontières nationales réduit les opportunités économiques.","1"
"On ne peut pas accepter la pollution de l'air.","2"
"Les fils conducteurs inspirent une cohérence statu-quo dessinant des accumulations légitimes.","1"
"Il est essentiel de garantir le droit à une éducation de qualité pour tous.","2"
"Les grandes entreprises doivent payer davantage de taxes pour redistribuer la richesse.","2"
"Encourager l'épargne privée renforce l'autonomie des ménages.","1"
"La garantie de l'accès à des services publics de qualité doit être une priorité.","2"
"On ne doit pas abandonner les personnes handicapées.","2"
"Une sécurité sociale universelle est nécessaire pour protéger tous les citoyens.","2"
"La concurrence est nécessaire pour favoriser l'innovation et la qualité.","1"
"L'écart entre les plus riches et les plus pauvres continue de se creuser.","2"
"L'État-providence doit être réduit pour encourager le travail.","1"
"Nous devons plus taxer les riches pour redistribuer la richesse équitablement.","2"
"Investir dans l'armée garantit notre souveraineté et notre indépendance.","1"
"L'État doit investir dans la défense nationale avant tout.","1"
"L'énergie nucléaire est cruciale dans le mix énergétique décarboné.","1"
"Il n'est pas question de remettre en cause le mariage pour tous.","2"
"Il faut privatiser les services publics pour améliorer leur efficacité.","1"
"Il n'est pas question de remettre en cause l'école publique.","2"
